AWID,NDID,NDIC,
L617,XIDNA,EP,514200N0165954E
L617,ADVAB,EP,520748N0164336E
L617,GINOK,EP,523136N0162842E
L617,RONEX,EP,525524N0161330E
L617,MIRVO,EP,532318N0155518E
L617,VIBUL,EP,542030N0151630E
L617,BABEN,EP,542318N0151430E
L617,KOLOB,EP,544924N0145642E
L617,ROE,ES,550354N0144530E
L617,NILEN,ES,564342N0131918E
L617,ARQUS,ES,570548N0125542E
L617,LALIL,ES,574624N0121036E
L617,SABAK,ES,581036N0113836E
L617,REPKU,ES,584824N0103630E
L617,ULMUG,EN,591118N0093412E
L618,LMO,LG,395512N0251412E
L618,ADHOT,LG,391212N0253142E
L618,DESUG,LG,383600N0254606E
L618,KERMA,LG,382206N0255136E
L618,MES,LG,381506N0255418E
L619,OSTOR,ED,534948N0090312E
L619,ELSOB,ED,533912N0093448E
L619,SUBIG,ED,532848N0100930E
L619,AMLUH,ED,532542N0101924E
L619,IRKIS,ED,531454N0105318E
L619,BUMIL,ED,530712N0111712E
L619,BKD,ED,530206N0113248E
L619,PITEN,ED,525924N0114842E
L619,VIBIS,ED,525830N0122018E
L619,MURIZ,ED,525748N0124242E
L619,PODUS,ED,525736N0124948E
L619,RADEL,ED,525700N0130618E
L619,TABOK,ED,525636N0131606E
L619,KETAP,ED,525542N0133918E
L619,RENKI,ED,525454N0135742E
L619,ERGON,EP,525424N0140924E
L619,ALUKA,EP,525400N0141824E
L619,EKBUT,EP,525148N0150018E
L619,DENKO,EP,524900N0155000E
L619,VABAT,EP,523236N0161136E
L619,ADVAB,EP,520748N0164336E
L619,XIDNA,EP,514200N0165954E
L619,ARMEX,EP,512942N0170724E
L619,NUDRO,EP,510954N0171930E
L619,LUMVE,EP,504406N0181354E
L619,SUDOL,EP,503912N0182442E
L619,LENOV,EP,492012N0210036E
L619,ARGES,LB,440454N0264936E
L619,BALIK,LB,434036N0271800E
L619,WRN,LB,431354N0274900E
L619,SITNO,LB,425542N0281212E
L619,MAKOL,LT,421012N0290836E
L619,YASEN,LT,411154N0293100E
L619,RAVGO,LT,393248N0303006E
L619,OSVEL,LT,382854N0310106E
L619,OKLAM,LT,380530N0313500E
L619,MUT,LT,365148N0331730E
L619,EVKIT,LT,361542N0334518E
L619,VESAR,LC,355454N0340100E
L619,NIKAS,OS,351136N0354300E
L619,ERDIK,CY,580324N0682912W
L619,AGBIX,CY,600306N0771718W
L619,PIBRO,CY,604906N0780854W
L619,EBLAL,CY,622500N0775530W
L62,ESALO,UK,454630N0302730E
L62,AMNEZ,UK,460042N0303442E
L62,BOGMA,UK,475718N0313554E
L62,INTOZ,UK,485706N0320506E
L62,KUZBO,UK,503006N0325312E
L62,RONIT,UU,521918N0335354E
L620,DAWLY,EG,503430N0032748W
L620,BRIPO,EG,504230N0024500W
L620,GIBSO,EG,504500N0023106W
L620,BEVUP,EG,504800N0021418W
L620,ABKIM,EG,505042N0015900W
L620,SAM,EG,505718N0012042W
L620,HAZEL,EG,510018N0005906W
L620,NIBDA,EG,510054N0005500W
L620,NOVMA,EG,510212N0004512W
L620,MID,EG,510312N0003730W
L620,GILDA,EG,513606N0003500E
L620,SIRGO,EG,513748N0003848E
L620,MANGO,EG,514136N0004724E
L620,CLN,EG,515054N0010854E
L620,REDFA,EH,520654N0022918E
L620,TACHA,EH,521524N0031430E
L620,TULIP,EH,522206N0035124E
L620,BASNO,EH,522100N0043430E
L620,PAM,EH,522006N0050530E
L620,NYKER,EH,521348N0053142E
L620,ELPAT,EH,520736N0055706E
L620,ARNEM,EH,520548N0060436E
L620,SONEB,EH,520124N0064554E
L620,OLDOD,ED,515854N0070200E
L620,SUVOX,ED,515812N0070630E
L620,HMM,ED,515124N0074230E
L620,EXOBA,ED,514600N0081936E
L620,NOMKA,ED,512654N0103006E
L620,BIRKA,ED,512248N0105554E
L620,IXUVU,ED,511924N0111618E
L620,SUVUT,ED,511736N0112742E
L620,SOPLA,ED,511636N0113312E
L620,NOTGO,ED,511236N0115648E
L620,SULED,ED,510942N0121348E
L620,TALEG,ED,510536N0123712E
L620,EKPEK,ED,505754N0131918E
L620,BESIP,ED,505606N0132906E
L620,PIKIB,ED,505336N0134236E
L620,OMELO,ED,505018N0140006E
L620,GOLOP,LK,503506N0142942E
L620,DINRO,LB,434200N0284830E
L620,MATEL,LB,430336N0284730E
L620,RIXEN,LB,420454N0284600E
L620,GINLI,LT,415218N0284630E
L620,TETSA,LT,414448N0284648E
L620,UNSAV,LT,412842N0284724E
L620,FATIH,LT,411342N0284800E
L620,IST,LT,405742N0284836E
L620,YAA,LT,402830N0291230E
L620,EMGIM,LT,395436N0293230E
L620,ETAMP,LT,393448N0294342E
L620,APSER,LT,392200N0295054E
L620,OSGED,LT,385436N0300624E
L620,KFK,LT,384812N0303248E
L620,OSVEL,LT,382854N0310106E
L620,HISAR,LT,380654N0313230E
L620,OKLAM,LT,380530N0313500E
L620,MUT,LT,365148N0331730E
L620,EVKIT,LT,361542N0334518E
L620,VESAR,LC,355454N0340100E
L620,BAPAX,LC,354206N0341030E
L620,ALSUS,LC,350206N0343924E
L620,BALMA,LC,342854N0350300E
L620,KAD,OL,334824N0352912E
L621,ZOL,EN,585230N0053824E
L621,PEVEB,EN,582948N0064830E
L621,TUKMU,EN,580948N0074900E
L621,AMSEV,EN,574030N0084806E
L621,LAGUM,EK,572718N0091606E
L621,AAL,EK,570612N0095942E
L621,LAPMA,EK,563736N0112054E
L621,NORTI,EK,563130N0113730E
L621,MADAG,EK,562248N0120048E
L621,ROKAM,EK,561900N0121100E
L621,KULUD,ES,561536N0122000E
L621,ERNOV,ES,561006N0123424E
L621,INRER,ES,560312N0124848E
L621,MAXUM,ES,553942N0133612E
L621,ELVIX,ES,552442N0140542E
L621,ROE,ES,550354N0144530E
L621,LUSID,ES,545500N0151748E
L621,DEVEL,EP,544354N0154454E
L621,MALOX,EP,541442N0165254E
L621,GRUDA,EP,533118N0184654E
L621,SOMOR,EP,531336N0192100E
L621,RILAB,EP,530342N0193800E
L621,MEBIV,EP,524836N0200800E
L621,OLILA,EP,524218N0201942E
L621,ADURU,EP,520448N0211300E
L621,LIMVI,EP,514442N0214106E
L621,NETAB,EP,512954N0215442E
L621,EGLON,EP,512500N0215906E
L621,VADOL,EP,511724N0220612E
L621,MONOV,EP,505954N0222218E
L621,OGVET,EP,505300N0222842E
L621,NEVAP,EP,504712N0223400E
L621,UREKO,EP,503748N0224230E
L621,OSMAT,EP,501436N0230242E
L621,GOTIX,EP,500118N0231242E
L621,ABSON,UK,493748N0234524E
L621,BUKOV,LR,475706N0255730E
L621,REVDA,LR,434400N0290836E
L621,ODERO,LB,423636N0301554E
L621,RIXUB,LT,421712N0304006E
L621,ERMUP,LT,420000N0310124E
L621,UNSUL,LT,414600N0311830E
L621,ULVEX,LT,413500N0313154E
L621,EVLAP,LT,413218N0313512E
L621,LETBU,LT,410800N0320412E
L621,BUK,LT,401430N0330618E
L621,BUMOM,LT,380054N0331348E
L621,MUT,LT,365148N0331730E
L622,MAKOL,LT,421012N0290836E
L622,VABUR,LB,423012N0280336E
L622,BGS,LB,423512N0273218E
L622,GONGO,LB,430554N0270200E
L622,EKSOL,LB,431154N0265624E
L622,KOMAN,LB,435900N0261300E
L622,OBUGA,LR,440630N0260542E
L623,ADVAB,EP,520748N0164336E
L623,MAVOT,EP,514948N0171354E
L623,BESTO,EP,514348N0172354E
L623,UWLER,EP,505906N0183542E
L623,BAREX,EP,505342N0184418E
L623,MYSKO,EP,503212N0191648E
L623,BALOS,EP,501630N0193930E
L623,VAVEL,EP,500400N0195742E
L623,EKVAT,EP,495024N0201730E
L623,LENOV,EP,492012N0210036E
L623,MALBE,LZ,484924N0222230E
L623,OBENO,UK,483630N0223836E
L623,SIRSI,UK,482724N0224936E
L623,RUMUK,UK,480136N0232036E
L624,HDO,ED,505542N0142206E
L624,LEMBI,LK,503300N0145254E
L624,BULEK,LK,502448N0150354E
L625,TOMAN,WI,012148N1054718E
L625,UXEDA,WI,015448N1060424E
L625,VERIN,WI,023330N1062424E
L625,ISDEB,WI,024442N1063012E
L625,UPLAM,WI,025042N1063318E
L625,LUSMO,WI,033342N1065536E
L625,GUTUP,WI,045912N1075606E
L625,AKMON,WS,081254N1101306E
L625,UDOSI,VV,093248N1111054E
L625,ALDAS,VV,105654N1121218E
L625,AGSAM,VV,112818N1123518E
L625,ANOKI,VV,122200N1131500E
L625,ARESI,RP,135824N1142700E
L625,AKOTA,RP,162742N1171224E
L625,AVMUP,RP,175936N1185730E
L625,ALDIS,RP,183554N1193948E
L625,ABVAR,RP,192448N1203742E
L625,MEVIN,RJ,210000N1223300E
L626,KTM,VN,274024N0852054E
L626,NARAN,VN,274048N0842548E
L626,PALPA,VN,275654N0833218E
L626,SUKET,VN,283518N0813806E
L626,MAHEN,VN,285748N0800854E
L626,ONISA,VI,285806N0800536E
L626,HW,VI,290154N0792824E
L626,SSB,VI,282336N0774230E
L626,DPN,VI,283400N0770536E
L627,OTPAN,CY,521348N0783106W
L627,MERNU,CY,530030N0784930W
L628,MIA,RP,143030N1210118E
L628,DILAN,RP,142924N1204554E
L628,ATMIG,RP,142806N1202706E
L628,SIRCA,RP,142736N1202000E
L628,KARAG,RP,142600N1195642E
L628,SILAG,RP,142518N1194712E
L628,DODUS,RP,142406N1193030E
L628,IBOBI,RP,141842N1182006E
L628,GUKUM,RP,141142N1165500E
L628,ARESI,RP,135824N1142700E
L628,MESOX,VV,135848N1130242E
L628,DAMEL,VV,135842N1113036E
L628,VEPAM,VV,135800N1100000E
L628,VIMUT,VV,135748N1093118E
L628,PCA,VV,135724N1090236E
L629,DOLOX,WS,044842N1052248E
L629,NOPAT,WS,042312N1044754E
L629,VEPLI,WS,035224N1040542E
L629,BUVAL,WS,033624N1034342E
L629,VPK,WM,032318N1032518E
L63,OSDOR,LR,445836N0300300E
L63,ETNIL,UK,454654N0312348E
L63,RITED,UK,464400N0325306E
L63,DITIX,UK,473042N0341236E
L630,TABRU,CY,501354N0661624W
L630,KEKNA,CY,500930N0655736W
L630,MOBEG,CY,495012N0641718W
L631,TOTOX,OO,215030N0622230E
L631,IVOMA,OO,223406N0605430E
L631,DEBDA,OO,224330N0603524E
L631,MIBSA,OO,225400N0601336E
L631,AMBOS,OO,230324N0595406E
L631,ELIGO,OO,232500N0590848E
L631,KARAR,OO,233042N0585436E
L631,MCT,OO,233530N0581536E
L632,IGSAS,CY,480100N0711612W
L632,VUCAN,CY,495354N0711512W
L632,AGLOL,CY,534242N0734212W
L633,YWK,CY,525736N0665112W
L633,PUVOK,CY,544854N0664518W
L633,ERDIK,CY,580324N0682912W
L634,NOROL,CY,610236N0693736W
L634,AMILI,CY,600130N0700018W
L634,DUMRU,CY,584018N0695648W
L634,ERDIK,CY,580324N0682912W
L634,IKBIB,CY,584224N0655924W
L635,MABLI,WS,041718N1061248E
L635,SUSAR,WS,035848N1051548E
L635,DUBSA,WS,034900N1044542E
L635,UGPEK,WS,033648N1040754E
L635,DOVOL,WS,033048N1034924E
L635,VPK,WM,032318N1032518E
L636,MELBI,CY,661424N1283854W
L636,MEKTA,CY,672136N1343348W
L636,ALTIG,CY,681812N1332900W
L637,BITOD,VV,071524N1040706E
L637,BIBAN,VV,083000N1050000E
L637,ANHOA,VV,094712N1055430E
L637,ANBOV,VV,101600N1061454E
L637,TSH,VV,104906N1063900E
L638,OMVEG,CY,500648N0915418W
L638,BEXOV,CY,501736N0885436W
L638,XEXUL,CY,501100N0864148W
L638,SASOB,CY,492442N0822812W
L639,BPL,VA,231700N0772012E
L639,NINIM,VA,231100N0755954E
L639,AGRIX,VA,230924N0742030E
L639,AAE,VA,230406N0723742E
L639,LAXOM,VA,224830N0705000E
L639,ISLIL,VA,225236N0694206E
L639,GUREV,VA,225730N0682242E
L639,RUPAM,VA,225730N0675218E
L639,RITPO,VA,225730N0665748E
L639,MILUP,VA,225730N0645000E
L639,RASKI,OO,230330N0635200E
L64,RITED,UK,464400N0325306E
L64,TADID,UK,473542N0335524E
L640,ITBIN,CY,510400N0934736W
L640,MUVUR,CY,514912N0935824W
L640,AXENO,CY,523924N0940342W
L640,NOTUG,CY,535124N0943912W
L642,BIGEX,VH,221312N1140148E
L642,EPDOS,VH,190000N1133318E
L642,ENBOK,VH,183324N1132930E
L642,EPKAL,ZJ,175130N1125718E
L642,EGEMU,ZJ,170000N1121700E
L642,EXOTO,ZJ,152130N1110300E
L642,VEPAM,VV,135800N1100000E
L642,KARAN,VV,123854N1090924E
L642,SOSPA,VV,115000N1083830E
L642,PTH,VV,105542N1080418E
L642,RUTIT,VV,102718N1074530E
L642,ELSAS,VV,100812N1073254E
L642,CN,VV,084400N1063736E
L642,ESPOB,WS,070000N1053318E
L642,ENREP,WS,045224N1041442E
L642,VEPLI,WS,035224N1040542E
L642,EGOLO,WS,031936N1040048E
L642,ROBMO,WM,025442N1035700E
L642,VMR,WM,022318N1035218E
L643,TSH,VV,104906N1063900E
L643,XOBAV,VV,100824N1063836E
L643,NIXIV,VV,092336N1063800E
L643,CN,VV,084400N1063736E
L643,TAGIS,CY,613518N0715548W
L643,ULBOD,CY,625054N0695236W
L643,DAJIM,CY,634524N0683324W
L644,AC,VV,105618N1071118E
L644,LEDUP,VV,104636N1070848E
L644,LOSON,VV,102936N1070430E
L644,BODOD,VV,093824N1065130E
L644,CN,VV,084400N1063736E
L644,DUDIS,WS,070000N1064836E
L644,MABLI,WS,041718N1061248E
L644,LIGVU,WI,034418N1061900E
L644,OPULA,WI,033154N1062118E
L644,ONAPO,WI,032118N1062318E
L644,OMLIV,WI,025512N1062812E
L644,ISDEB,WI,024442N1063012E
L644,OMBAP,WI,023118N1063242E
L644,OLSAM,WI,020100N1063824E
L644,OBLOT,WI,014254N1064148E
L644,OBGET,WI,012306N1064530E
L644,OBDOS,WI,002506N1065554E
L644,KIKOR,WI,002242S1070524E
L644,TPN,WI,024330S1074512E
L644,ABASA,WI,045654S1071542E
L644,DKI,WI,055742S1070206E
L645,PUT,VT,080648N0981824E
L645,UBNEN,VT,080518N0974812E
L645,SAPAM,VT,080436N0973300E
L645,MAPSO,WM,080330N0971254E
L645,IDKUT,WM,080018N0953018E
L645,SAMAK,VO,075842N0942500E
L645,RUPTI,VO,075536N0932948E
L645,DUBTA,VO,074924N0914036E
L645,SADRI,VO,074136N0891942E
L645,SULTO,VO,073836N0880154E
L645,ANSAS,VC,073306N0863348E
L645,IDUDO,VC,072630N0851830E
L645,BIDAN,VC,071642N0820106E
L645,POMAL,VC,071330N0810000E
L645,KAT,VC,070942N0795206E
L646,EMBES,CY,483242N0721742W
L646,VUCAN,CY,495354N0711512W
L647,EPSET,CY,582518N1300154W
L647,YQH,CY,600512N1285130W
L647,YFS,CY,614624N1211754W
L648,OLARU,PA,622854N1410000W
L648,KEKDO,CY,620218N1401142W
L648,IGSOM,CY,612212N1390224W
L648,YXY,CY,603706N1350818W
L649,LAXOR,RP,094936N1144830E
L649,URKET,WS,081130N1145000E
L649,DAKIX,WS,070854N1145054E
L649,PARLU,WB,061912N1145136E
L649,DOTOX,WB,055618N1145200E
L649,ISKUD,WB,053636N1145218E
L649,AROBO,WB,052000N1145230E
L649,BRU,WB,045230N1145306E
L650,YXY,CY,603706N1350818W
L650,VOBUN,CY,611154N1351624W
L650,MA,CY,633742N1355342W
L651,KIROD,CY,535730N0975042W
L651,YGX,CY,562112N0944200W
L653,LENUT,CY,582818N0780436W
L653,ERDIK,CY,580324N0682912W
L657,NUDOV,CY,502806N0593812W
L657,SUSUB,CY,531912N0602536W
L657,TIGIP,CY,552654N0601342W
L658,ANATI,CY,474524N0693518W
L658,LEXEN,CY,475930N0661948W
L658,OVIXI,CY,470018N0652724W
L659,YBK,CY,641918N0960618W
L659,SUVDI,CY,632048N0904354W
L659,YZS,CY,640854N0831818W
L660,SOLNA,GM,274000N0123542W
L660,LAY,GM,270836N0131306W
L660,ARENA,GC,254342N0142130W
L660,CABEL,GC,250000N0145630W
L660,DKH,GM,234442N0155512W
L660,LOLOS,GC,215100N0164000W
L660,MAURI,GC,212000N0165200W
L660,BILII,CY,490118N0881542W
L660,EPTOS,CY,494612N0865906W
L669,TEXEX,CY,551654N0774554W
L669,ERDIK,CY,580324N0682912W
L67,ODNIV,UK,482136N0350612E
L67,PEKIT,UK,491848N0333700E
L67,VEBIX,UK,494936N0315112E
L67,BASOR,UK,500306N0305000E
L67,LAPVA,UK,502724N0284136E
L677,CVO,HE,300530N0312318E
L677,GESON,HE,295454N0313948E
L677,MENLI,HE,294700N0315206E
L677,KAPIT,HE,291700N0323606E
L677,KUPTI,HE,283748N0333200E
L677,EMOVA,HE,283212N0333948E
L677,SHM,HE,275954N0342448E
L677,PASUM,HE,275712N0342742E
L677,RAGPU,OE,273048N0345542E
L677,DARAX,OE,264712N0354706E
L677,WEJ,OE,261048N0362918E
L677,TUGRU,OE,254254N0365054E
L677,ORGIM,OE,252342N0370542E
L677,RAGNO,OE,251618N0371124E
L677,YEN,OE,240900N0380218E
L677,RIDEP,OE,233848N0381600E
L677,MIGDA,OE,223830N0384254E
L677,JDW,OE,214242N0390724E
L677,RIBAM,OE,204230N0390554E
L677,PATUS,OE,192948N0393718E
L677,ABKAR,OE,190512N0401612E
L677,IMRAM,OE,175606N0413006E
L677,MEKTU,OE,172306N0420448E
L677,LUBAL,OE,171542N0421230E
L677,GIZ,OE,165430N0423442E
L677,NABAN,OE,163124N0430148E
L677,IMSIL,OY,155736N0434112E
L677,SAA,OY,153000N0441312E
L68,ABDAR,UK,471148N0351524E
L68,RUBES,UK,475200N0351900E
L68,NIKAD,UK,485948N0355518E
L68,LUZKA,UK,491730N0361754E
L68,KHR,UK,495542N0361724E
L681,GESOR,OE,270324N0475754E
L681,LABLI,OE,264524N0482100E
L681,RABSA,OE,263048N0483954E
L681,TABTA,OE,262836N0484324E
L681,EMOGA,OE,261648N0490230E
L681,BOSIV,OE,261300N0490836E
L681,DEMKA,OE,261006N0491312E
L681,GISRA,OE,253342N0501048E
L681,ORLEK,OE,252542N0503712E
L681,GINTO,OT,251606N0510418E
L683,GK,ZK,391306N1254030E
L683,BODOK,ZK,392906N1252548E
L683,JONJU,ZK,394106N1251300E
L683,YOMJU,ZK,400042N1244636E
L683,GOLOT,ZY,401230N1243030E
L684,YZS,CY,640854N0831818W
L684,VIPDI,CY,663112N0861330W
L686,MAGNM,PA,593824N1360542W
L686,IGSOM,CY,612212N1390224W
L688,YUY,CY,481024N0785618W
L688,BIPLI,CY,490024N0781824W
L688,DUVKI,CY,494324N0774430W
L688,BEVIX,CY,514118N0760806W
L688,AGLOL,CY,534242N0734212W
L688,ERDIK,CY,580324N0682912W
L688,MEPNI,CY,591812N0693600W
L688,AMILI,CY,600130N0700018W
L69,OSLAN,UK,482818N0325906E
L69,ODNIV,UK,482136N0350612E
L692,ALRIK,OE,220630N0482536E
L692,ULONO,OE,220000N0503912E
L692,ORBEM,OE,215800N0512430E
L692,DEBEP,OE,215700N0514436E
L692,VATIX,OE,215524N0521636E
L692,ALROK,OE,215400N0524218E
L692,DEBIN,OE,214718N0543312E
L692,KOBES,OE,214506N0550524E
L692,DAPOL,OO,214300N0553418E
L692,EMAVA,OO,214206N0554936E
L692,ITSAG,OO,213718N0570642E
L692,GISKA,OO,213506N0574012E
L694,HELVE,CY,561336N1172654W
L694,OVATU,CY,582930N1192424W
L694,MEVMA,CY,585012N1223548W
L70,BAGSO,EI,534048N0053000W
L70,OGTUG,EG,534012N0050848W
L70,RAMOX,EG,533936N0045024W
L70,SOPAX,EG,533848N0042706W
L70,UNDUX,EG,533830N0041842W
L70,GIGTO,EG,533800N0040548W
L70,BABRA,EG,533742N0035642W
L70,PENIL,EG,533700N0033948W
L70,GUNTU,EG,533536N0030954W
L70,TADAL,EG,533512N0030136W
L70,KOLID,EG,533424N0024518W
L70,DESIG,EG,533136N0015336W
L700,ULDUN,OI,262430N0560924E
L700,BOTOV,OO,252812N0564306E
L700,GIDIL,OO,251742N0564924E
L700,BUBAS,OO,245936N0570006E
L702,TIMAD,HC,115500N0463500E
L702,UKTAL,OY,122418N0472918E
L702,KITAN,OY,131912N0491118E
L702,ORKUS,OY,134724N0500342E
L702,ULALI,OY,140636N0503924E
L702,TATNA,OY,144000N0515200E
L702,UKSAB,OY,145200N0521800E
L702,NODMA,OY,152606N0533400E
L703,IKLIX,CY,593318N1083106W
L703,YSF,CY,591518N1054954W
L703,LONOS,OK,283030N0491712E
L703,LOPOL,OB,281848N0492848E
L703,GEPUT,OB,281306N0493424E
L703,GODRI,OB,280254N0494306E
L703,GOGRA,OB,274918N0495342E
L703,OBNAX,OB,272648N0501106E
L703,DEKTA,OB,271606N0501948E
L703,VELOG,OB,270218N0503054E
L703,KOBOK,OB,265842N0503348E
L703,GIRMO,OT,262218N0510742E
L703,RIKET,OT,261954N0510954E
L703,HAYYA,OT,260424N0512406E
L704,MT,CY,494800N0742942W
L704,AGLOL,CY,534242N0734212W
L704,TEXEX,CY,551654N0774554W
L704,LENUT,CY,582818N0780436W
L704,LONOS,OK,283030N0491712E
L704,LOPOL,OB,281848N0492848E
L704,GEPUT,OB,281306N0493424E
L704,GODRI,OB,280254N0494306E
L704,GOGRA,OB,274918N0495342E
L704,OBNAX,OB,272648N0501106E
L704,DEKTA,OB,271606N0501948E
L704,VELOG,OB,270218N0503054E
L704,KOBOK,OB,265842N0503348E
L704,DEBEN,OB,265254N0504854E
L704,DAVRI,OB,264936N0505730E
L704,SODAK,OB,264636N0510530E
L704,DANOB,OB,263948N0512642E
L704,BOTOB,OB,263348N0514506E
L704,KARUG,OT,261036N0514612E
L704,VEDED,OT,260600N0514630E
L704,ORSIS,OT,252800N0521636E
L704,ENANO,OT,252348N0522600E
L704,TOSNA,OM,251612N0524118E
L705,EBLAL,CY,622500N0775530W
L705,LEXIG,CY,621048N0754000W
L705,TAGIS,CY,613518N0715548W
L705,EMDUN,CY,610248N0693706W
L706,KIROD,CY,535730N0975042W
L706,NOTUG,CY,535124N0943912W
L707,SAVAT,CY,641348N0763130W
L707,LEXIG,CY,621048N0754000W
L707,IRBUX,CY,600136N0700000W
L709,AGBIX,CY,600306N0771718W
L709,LEXIG,CY,621048N0754000W
L709,DAJIM,CY,634524N0683324W
L71,LISGO,EY,560818N0253418E
L71,LATLA,UL,572248N0274112E
L71,KOGME,UL,574012N0280412E
L71,GITIL,UL,581130N0284700E
L71,TULGI,UL,590142N0293300E
L71,RELNI,UL,600848N0313030E
L71,GAWOR,LZ,490830N0221654E
L71,BOKSU,EY,541830N0230336E
L710,UKRAG,OM,233054N0552306E
L710,MEMTU,OM,232518N0552442E
L710,GOGMI,OO,230218N0553200E
L710,ITKUN,OO,223730N0553936E
L710,DEBAV,OO,221530N0554618E
L710,EMAVA,OO,214206N0554936E
L710,ITETA,OO,211618N0555206E
L710,IVENI,OO,205200N0555430E
L710,KASIN,OO,201854N0555742E
L710,KEDON,OO,200506N0555900E
L710,KUKDI,OO,193024N0555954E
L710,DEDSO,OO,185812N0560042E
L710,AXENO,CY,523924N0940342W
L710,EPVUM,CY,530354N0932042W
L711,EPSET,CY,582518N1300154W
L711,LEXUT,CY,593436N1334018W
L711,NADGI,CY,604236N1350400W
L712,YRT,CY,624848N0920700W
L712,SUVDI,CY,632048N0904354W
L712,VIPDI,CY,663112N0861330W
L712,YUX,CY,684642N0811424W
L713,YVO,CY,481030N0774912W
L713,NABOG,CY,482530N0774830W
L713,LIBUT,CY,490424N0774630W
L713,DUVKI,CY,494324N0774430W
L713,UKSIL,CY,533730N0774212W
L713,TEXEX,CY,551654N0774554W
L713,KIREM,CY,563212N0791500W
L713,LENUT,CY,582818N0780436W
L713,LIBEN,CY,594812N0772418W
L713,AGBIX,CY,600306N0771718W
L713,TAGIS,CY,613518N0715548W
L713,DNZ,OI,363854N0531118E
L713,IMDUX,OI,361512N0534212E
L713,GIBAB,OI,353212N0543654E
L713,PAXER,OI,345612N0551236E
L713,EMITI,OI,335812N0560848E
L713,RIBEN,OI,332900N0563618E
L713,OTISO,OI,331454N0564936E
L713,EGPOD,OI,324900N0571548E
L713,NADSA,OI,321436N0575000E
L713,TOVUS,OI,300642N0595236E
L713,ITBIR,OI,293630N0602030E
L713,ULOVI,OI,291948N0603430E
L713,PEGOS,OI,285918N0605142E
L713,SODOK,OI,281112N0613654E
L713,KEBUD,OI,273554N0625024E
L715,KISUV,CY,483642N0681230W
L715,LEXEN,CY,475930N0661948W
L715,YGP,CY,484548N0642418W
L717,RANRU,OI,300118N0610048E
L717,LUDAX,OI,295700N0604100E
L717,PEKES,OI,285930N0595224E
L718,ALPET,OR,311218N0461842E
L718,DEBNI,OR,331012N0441706E
L718,LAGLO,OR,331542N0441500E
L718,TAGRU,OR,343000N0440818E
L718,UMESA,OR,351742N0434306E
L718,SEVKU,OR,360548N0431718E
L718,EMIDO,OR,364612N0425454E
L718,KABAN,OR,371454N0423900E
L72,ROLAV,EY,561754N0240154E
L72,SORES,EV,563606N0244930E
L72,BARVA,EV,565112N0253248E
L72,LATLA,UL,572248N0274112E
L72,KRD,UM,545336N0203600E
L72,NERIG,UM,551800N0205500E
L720,ITELO,OI,353536N0550054E
L720,ULANO,OI,355230N0552042E
L720,IBRAV,OI,362042N0555430E
L720,ODKOL,OI,363136N0560700E
L720,TULER,OI,371306N0565606E
L720,BRD,OI,372942N0571924E
L720,RIKOP,OI,374030N0581442E
L721,LVA,OI,264842N0532124E
L721,EGMIT,OI,263342N0530824E
L721,IMLUV,OI,262936N0530100E
L721,ELIDU,OI,262424N0525136E
L721,UKNEP,OB,262130N0524818E
L721,UKUBU,OB,261430N0524042E
L721,ORLUP,OB,260654N0523218E
L721,ITMUB,OB,255918N0522400E
L721,UKRET,OT,255524N0521948E
L721,ALKAN,OT,255212N0521618E
L721,SENKI,OT,254636N0520930E
L721,BAYAN,OT,252924N0514848E
L721,IRKON,CY,491048N0572730W
L721,JIBNA,CY,512630N0571112W
L722,SANDY,EG,510348N0010406E
L722,HABCI,EG,511400N0001642E
L722,ICTAM,EG,513136N0010948W
L723,EPSET,CY,582518N1300154W
L723,OMVAN,CY,601024N1324430W
L725,BADVI,ED,474354N0115642E
L725,ZUREX,ED,474624N0121430E
L725,UNKEN,ED,474918N0123606E
L725,INPUL,ED,475024N0124430E
L726,VLM,LK,494218N0150400E
L726,BODAL,LK,492748N0154700E
L726,TUMKA,LK,492430N0155648E
L726,BITSI,LK,491830N0161412E
L726,BNO,LK,490900N0164136E
L726,UPLAV,LK,491924N0173142E
L727,MOGLU,EN,590730N0114612E
L727,GETPA,ES,590212N0115530E
L727,KORET,ES,584842N0115406E
L727,LATKU,ES,583324N0115812E
L727,NEGIL,ES,581506N0123730E
L727,PENOR,ES,553818N0170942E
L727,TABRU,CY,501354N0661624W
L727,ROLKO,CY,501654N0633642W
L728,KAMUD,ZW,413400N0785000E
L728,LARSI,UC,422536N0751154E
L728,OGTOL,UA,424906N0733000E
L728,PILEL,UA,425036N0731336E
L728,GERPU,UA,425742N0714954E
L728,ARBOL,UA,433054N0705136E
L728,TUROK,UA,442212N0685448E
L728,LUGER,UA,464424N0655200E
L728,BAGED,UA,471630N0650018E
L728,GEDSA,UA,483736N0624054E
L728,ODILA,UA,494300N0575124E
L728,SIVKO,UA,501830N0543348E
L729,GRINS,K6,471718N0680730W
L729,KISUV,CY,483642N0681230W
L73,EVONA,ES,570954N0195530E
L73,EDERA,EV,570830N0203536E
L73,TENSI,EV,570348N0221818E
L73,RIA,EV,565518N0235754E
L73,AMOLI,EV,570624N0251518E
L73,LATLA,UL,572248N0274112E
L730,ALUKA,EP,525400N0141824E
L730,VAVUN,EP,532830N0152000E
L730,UNVOX,EP,533054N0153136E
