AWID,NDID,NDIC,
Z133,TITUX,EN,590230N0090000E
Z133,PIGAV,EN,585912N0073000E
Z133,GRA,SA,534630S0674448W
Z133,BONTA,SA,550000S0665000W
Z133,GEBOS,SA,562248S0654400W
Z133,LOMUR,SA,580000S0641006W
Z133,MIDAL,SC,600000S0620506W
Z133,KRILL,SC,611224S0604112W
Z133,KAGEN,SC,620000S0594006W
Z133,UDEPI,SC,632330S0575012W
Z133,MBI,SA,641406S0563712W
Z134,ABUNO,EN,620000N0115624E
Z134,SOMUB,EN,632100N0114818E
Z135,ADOPI,EN,601924N0092300E
Z135,DOPUX,EN,605542N0073118E
Z135,EVNAN,EN,613412N0065100E
Z135,TUMIM,EN,614330N0055530E
Z136,RAKIT,ED,531042N0135442E
Z136,ADEPO,ED,533730N0135530E
Z137,PIPEX,EN,585048N0090230E
Z137,RETKA,EN,575930N0092618E
Z138,KESEX,LS,471406N0084300E
Z138,KUDIS,LS,472630N0085800E
Z138,DEGES,LS,472448N0091206E
Z14,SULIV,ED,543400N0123148E
Z14,RAMUX,ED,544236N0124300E
Z14,BANKU,ED,544748N0125606E
Z14,BINZE,ED,544206N0132636E
Z14,BEBEB,ED,543454N0140454E
Z14,USEDU,ED,535712N0135800E
Z14,ADEPO,ED,533730N0135530E
Z14,BEKBA,ED,530754N0134030E
Z14,LOLPA,ED,530230N0133612E
Z14,ERAKU,ED,523042N0130212E
Z14,YUDOH,RJ,423006N1434448E
Z14,RACKO,RJ,421136N1432900E
Z14,APOII,RJ,414148N1430412E
Z14,CAVES,RJ,401548N1415454E
Z14,GRD,SB,202900S0544118W
Z14,IRLAM,SB,204806S0540312W
Z14,ORBAM,SB,211348S0531412W
Z14,NUXAL,SB,214500S0521448W
Z14,VAPUL,SB,215830S0514900W
Z14,PRR,SB,221024S0512530W
Z14,TOPUX,SB,221630S0502512W
Z14,LUTVI,SB,221800S0501018W
Z14,MISOA,SB,221924S0495524W
Z14,ANSOK,SB,222336S0490942W
Z14,MILAK,YB,145348S1413642E
Z14,VEVAV,YB,152848S1414454E
Z14,NNP,VA,210454N0790324E
Z14,OSVAS,VE,212018N0804630E
Z14,IKINA,VE,212706N0815954E
Z14,OGUNA,VE,212906N0824024E
Z14,NIXIG,VE,214024N0835906E
Z14,DAKLU,VE,220848N0871518E
Z14,ATVEG,VE,212200N0884700E
Z14,DOPID,VE,205506N0891218E
Z140,ODVUX,ED,500542N0065248E
Z140,AGBUL,ED,500536N0064524E
Z140,BITBU,ED,495900N0063342E
Z140,BETEX,EB,494900N0062530E
Z141,MEBOX,LS,470512N0073636E
Z141,BERSU,LS,470806N0075630E
Z141,AMRUP,ED,474648N0080436E
Z141,MOPAN,ED,481448N0080918E
Z141,KBA,ED,484754N0080554E
Z142,RAMOK,LS,470118N0074106E
Z142,MEBOX,LS,470512N0073636E
Z142,BALIR,LS,471830N0071654E
Z143,RAMOK,LS,470118N0074106E
Z143,BERSU,LS,470806N0075630E
Z144,AMRID,LS,465606N0071930E
Z144,ESEVA,LS,464806N0070054E
Z147,DIMAO,DT,362418N0082200E
Z147,ROGBA,DT,353300N0090400E
Z147,KIRAS,DT,342424N0095512E
Z15,ROVPA,EN,604400N0122342E
Z15,LOMLA,ES,603524N0131136E
Z15,ELTOK,ES,594930N0165924E
Z15,JDP,VI,261500N0730236E
Z15,GUBDU,VI,254106N0720718E
Z15,SEKDO,VI,251154N0711948E
Z15,RAMSA,OP,252000N0704424E
Z15,CZS,SB,073624S0724624W
Z15,DIGIN,SB,083936S0703142W
Z15,AERON,SB,093442S0683224W
Z15,RCO,SB,095236S0675418W
Z15,BIGOD,SB,094042S0671248W
Z15,ANAME,SB,085418S0643254W
Z15,PVH,SB,084248S0635412W
Z15,ITAGU,SB,091242S0632706W
Z15,TOGEB,SB,105306S0615648W
Z15,VLH,SB,124136S0600542W
Z15,OBKIK,SB,141330S0580348W
Z15,AMZAK,SB,151518S0563954W
Z15,CIA,SB,153924S0560642W
Z15,MAGDA,SB,154154S0552518W
Z15,MASVO,SB,154830S0531912W
Z15,LODOV,SB,171242S0500030W
Z15,UTNIN,SB,165606S0493748W
Z15,GNV,SB,163830S0491242W
Z15,LODUV,SB,162242S0484848W
Z15,PAJEM,SB,161430S0483554W
Z15,GELVA,SB,155218S0480118W
Z15,KOLDA,SB,152612S0470824W
Z15,IMBES,SB,141200S0450118W
Z15,DOBNU,SB,131554S0432430W
Z15,OPLEB,SB,093112S0382424W
Z15,TODPO,SB,092406S0381512W
Z15,SIAPA,SB,082242S0353318W
Z15,REC,SB,080812S0345536W
Z150,MEGEL,EG,522100N0020424E
Z150,AMFEP,EG,523048N0021854E
Z150,KUBAX,EG,525636N0025712E
Z151,KALAH,RP,094406N1203954E
Z151,WAKAN,RP,095148N1213048E
Z151,EMROR,RP,095548N1215742E
Z151,PALGI,RP,095942N1222354E
Z151,BSAYA,RP,101018N1224818E
Z151,RUXEM,RP,101524N1230006E
Z151,TADAG,RP,101606N1230842E
Z151,DEXFI,UZ,403936N0674230E
Z151,OZQAR,UZ,405318N0661124E
Z151,FONHU,UZ,410112N0652806E
Z151,PUNIJ,UZ,411554N0633836E
Z151,SAFOB,UZ,412406N0623024E
Z151,PIDWO,UZ,413442N0603918E
Z152,AGAKI,LF,424818N0050124E
Z152,LIPSU,LF,425636N0050706E
Z152,LACAZ,LF,432618N0051300E
Z152,TAPAP,RP,131506N1210206E
Z152,JULOR,RP,113930N1214248E
Z153,MUPOB,RP,153812N1230318E
Z153,POLIO,RP,150030N1215500E
Z154,BULTO,LF,431624N0045412E
Z154,IDELO,LF,430254N0050300E
Z154,LIPSU,LF,425636N0050706E
Z154,TINOT,LF,424154N0051854E
Z154,RUBAS,LF,422236N0063406E
Z154,PAFFO,LF,420548N0073648E
Z154,LOKDU,LF,415848N0080200E
Z154,URATO,LF,415642N0080930E
Z154,OBOBO,LF,415154N0082642E
Z154,AJO,LF,414612N0084630E
Z154,GISPA,LI,414818N0112030E
Z154,IBROS,LI,414742N0100254E
Z154,ASKAG,LI,414724N0094500E
Z154,BURCO,RP,072030N1220606E
Z154,TENUK,RP,094330N1215824E
Z154,EMROR,RP,095548N1215742E
Z154,PASBU,RP,104018N1215518E
Z154,SEDKI,RP,112912N1215236E
Z154,TAPER,RP,122154N1214942E
Z155,TOGMI,ES,614542N0193224E
Z155,RIKPA,ES,614948N0185800E
Z155,OLGUV,EN,622606N0121054E
Z156,UDA,ZM,475206N1064400E
Z156,BORMA,ZM,470606N1072836E
Z156,NOLAD,ZM,454454N1084330E
Z156,ENKAN,ZM,442430N1095336E
Z156,NIXAL,ZB,431242N1105300E
Z156,GUBAV,EN,654624N0135642E
Z156,AMIMO,EN,675230N0162630E
Z156,SJA,EN,690942N0174900E
Z157,RAPOR,LF,493530N0051248E
Z157,VEDUS,LF,493542N0044654E
Z157,XERAM,LF,493548N0040400E
Z157,ENORI,LF,492830N0034642E
Z157,DEVIM,LF,492700N0033754E
Z157,LORNI,LF,492512N0032706E
Z159,REGLI,EP,500148N0175942E
Z159,ADVEX,EP,502054N0175212E
Z159,OSKEX,EP,510524N0173412E
Z159,MAVOT,EP,514948N0171354E
Z159,NILPU,EP,515712N0171030E
Z159,PAMAK,SA,312324S0651612W
Z159,SOLER,SA,320618S0663042W
Z16,TAPPI,RJ,410806N1400954E
Z16,SKIPE,RJ,401836N1391630E
Z16,GNITS,RJ,391724N1381236E
Z16,TAXUK,RJ,380842N1363348E
Z16,SPIDR,RJ,361512N1340100E
Z16,MIHOU,RJ,353154N1330536E
Z16,HGV,FA,264148S0281700E
Z16,NEVEN,FA,272900S0280300E
Z16,TIR,SB,021312N0555630W
Z16,MUNOP,SB,014630S0545830W
Z16,STM,SB,022536S0544906W
Z16,RIDAL,SB,025912S0551100W
Z16,VUSLO,SB,035448S0554718W
Z16,YUB,SB,041424S0560018W
Z16,AROMI,SB,061406S0574612W
Z16,AKRIB,VI,272500N0764754E
Z16,EKAKU,VI,250006N0765418E
Z16,BULDI,VA,242448N0765548E
Z16,PAS,LS,460948N0060000E
Z16,CBY,LF,455254N0054524E
Z16,RILTI,LF,454530N0053936E
Z16,BELUS,LF,454030N0053536E
Z16,LTP,LF,452918N0052618E
Z16,ROMAM,LF,450612N0050948E
Z16,MTL,LF,443318N0044648E
Z16,RARUS,LF,440712N0044512E
Z16,AVN,LF,435942N0044448E
Z16,MTG,LF,432312N0050512E
Z16,IDELO,LF,430254N0050300E
Z16,AGAKI,LF,424818N0050124E
Z16,SOSUR,LF,423336N0045948E
Z16,LUMAS,LF,414400N0044000E
Z160,DAKOZ,UA,532106N0693700E
Z160,ADLON,UA,530130N0704048E
Z160,AMOLA,UA,523854N0715606E
Z160,ABELI,UA,513524N0751312E
Z160,APTOK,UA,503036N0750942E
Z160,BODNU,UA,502348N0750918E
Z160,EKTAB,UA,494554N0750718E
Z160,IRGIT,UA,485218N0750436E
Z160,TOKNA,UA,482524N0750318E
Z160,DONUR,UA,473024N0750036E
Z160,OGLAB,UA,465300N0745900E
Z160,LASDO,UA,462442N0755654E
Z160,EROMI,UA,461236N0762118E
Z160,UDEKA,UA,455254N0770006E
Z160,AKIRA,UA,454324N0771830E
Z160,KONAT,UA,452754N0774806E
Z160,KOKZA,UA,450624N0782548E
Z160,NONKE,UA,443400N0781636E
Z160,DOTAL,UA,440748N0780906E
Z160,PULOV,SA,302148S0624100W
Z160,GEMOP,SA,310124S0631124W
Z162,GNITS,RJ,391724N1381236E
Z162,SEPCO,RJ,385554N1370748E
Z162,KAMSA,RJ,374306N1334400E
Z162,ROLSA,LS,471724N0085324E
Z162,ZUE,LS,473530N0084906E
Z163,ZUE,LS,473530N0084906E
Z163,BODAN,LS,473518N0092706E
Z163,NUNRI,ED,473512N0093912E
Z164,ALZIS,UA,474318N0674542E
Z164,BETIK,UA,480806N0665312E
Z164,REGPI,UA,485630N0650630E
Z164,TIBDA,UA,493800N0632900E
Z165,PARKA,LE,390000N0050900W
Z165,SOTUK,LE,391136N0044448W
Z166,VATEX,EN,591906N0114912E
Z166,NIBNO,ES,594424N0122130E
Z166,EBURI,ES,594800N0143936E
Z166,ARGIB,ES,595054N0164442E
Z167,BCN,LE,411824N0020630E
Z167,LORES,LE,403000N0024212E
Z169,BABKO,EP,493642N0192812E
Z169,EVGUR,EP,511824N0193648E
Z169,POLON,EP,514800N0193924E
Z169,XALUR,EP,515106N0195942E
Z169,GERVI,EP,520918N0221206E
Z17,HGV,FA,264148S0281700E
Z17,GEROX,FA,272248S0284942E
Z17,AKROM,YB,182112S1464800E
Z17,OVRON,YB,202106S1485724E
Z17,GOBRI,LL,315154N0352242E
Z17,BETYO,LL,321324N0345506E
Z17,DIVLA,LL,321706N0344306E
Z17,PURLA,LL,320254N0341348E
Z17,MRE,RJ,404418N1404218E
Z17,GEPPA,RJ,395336N1392624E
Z17,NOMAS,RJ,385448N1380218E
Z17,CELCA,RJ,372918N1360606E
Z17,SAMON,RJ,361436N1343012E
Z170,ARGAX,LS,470300N0091754E
Z170,KUDIS,LS,472630N0085800E
Z170,SONOM,LS,474706N0085348E
Z171,LELNA,EG,495854N0020624W
Z171,THRED,EG,502954N0013948W
Z171,NEDUL,EG,504000N0013254W
Z171,SAM,EG,505718N0012042W
Z171,NOMAS,RJ,385448N1380218E
Z171,AKIAS,RJ,383700N1365406E
Z171,KAMSA,RJ,374306N1334400E
Z172,DIMEX,EP,513748N0160742E
Z172,URORA,EP,541536N0162954E
Z172,RIVDI,EP,551142N0170418E
Z172,TPAPA,NZ,404218S1742724E
Z172,RIWUT,NZ,404018S1735954E
Z173,VEKIN,LF,502418N0031630E
Z173,ARVOL,EB,503248N0032948E
Z174,BCN,LE,411824N0020630E
Z174,CORDA,LE,402454N0021518E
Z175,SKARY,LZ,492642N0185836E
Z175,EVINA,EP,512318N0202136E
Z176,SKARY,LZ,492642N0185836E
Z176,LETKI,UM,521118N0232418E
Z177,DARIP,HL,333124N0210048E
Z177,LAB,HL,324642N0220112E
Z179,KEFIR,LZ,492106N0215524E
Z179,GERVI,EP,520918N0221206E
Z18,OVALA,FA,264906S0283742E
Z18,NEVEN,FA,272900S0280300E
Z18,GNITS,RJ,391724N1381236E
Z18,CHILY,RJ,361200N1351324E
Z18,EDSAS,SB,144848S0390212W
Z18,DENDE,SB,151712S0393118W
Z18,ARUBI,SB,170936S0412800W
Z18,UGIBI,SB,174500S0420548W
Z18,MOSTI,SB,184342S0430836W
Z18,UDIDU,SB,185154S0431730W
Z18,RALYT,SB,190554S0433242W
Z18,CNF,SB,193330S0440254W
Z18,UGSEV,SB,194200S0440930W
Z18,ILTEM,SB,194718S0441330W
Z18,REDAD,SB,200812S0442942W
Z18,DEUCA,SB,202924S0444618W
Z18,FAROL,SB,204442S0445812W
Z18,EGEPO,SB,205336S0450512W
Z18,VUKEM,SB,210954S0451754W
Z18,ASBUP,SB,215100S0455018W
Z18,VUNOX,SB,221906S0461248W
Z18,PETCO,SB,224148S0463100W
Z180,SVL,LE,372542N0054542W
Z180,OXACA,LE,375700N0060000W
Z180,USIBA,LE,390000N0053636W
Z180,MELON,LE,394600N0051906W
Z181,XIGRI,ED,523042N0143648E
Z181,NAVDI,EP,523130N0145942E
Z181,ELSUP,EP,523224N0152442E
Z181,UBOMI,EP,523112N0154018E
Z182,ABERO,UM,521342N0231230E
Z182,ASLUX,EP,521912N0220936E
Z182,BAMSO,EP,522012N0215436E
Z182,MEDIO,RJ,392918N1373218E
Z182,SEPCO,RJ,385554N1370748E
Z182,AKIAS,RJ,383700N1365406E
Z182,TAXUK,RJ,380842N1363348E
Z182,CELCA,RJ,372918N1360606E
Z182,CHILY,RJ,361200N1351324E
Z183,ELTOK,ES,594930N0165924E
Z183,ARGIB,ES,595054N0164442E
Z183,MILNU,ES,595836N0151800E
Z183,LEGPO,ES,600248N0142618E
Z183,MASEV,ES,601042N0123206E
Z183,EVTOG,EN,604900N0095612E
Z185,ENOBA,LI,441800N0081824E
Z185,ASBOP,LI,440730N0075712E
Z185,BORDI,LI,440124N0074506E
Z186,SKARY,LZ,492642N0185836E
Z186,TOSPO,EP,520100N0233954E
Z187,AKAVI,NZ,400000S1741548E
Z187,WAPOU,NZ,394254S1742036E
Z187,SKARY,LZ,492642N0185836E
Z187,KOTEK,EP,503848N0201506E
Z189,RUNER,ED,511636N0082318E
Z189,PODER,ED,513648N0084118E
Z189,LARBU,ED,515306N0091136E
Z19,VJF,LE,361424N0055830W
Z19,SOVIS,LE,355736N0054636W
Z19,PH,YM,315642S1155736E
Z19,REPOK,YM,313542S1163154E
Z19,NINEK,YM,304054S1165430E
Z19,DUTAK,YM,293012S1173254E
Z19,LAKAV,YM,284324S1175748E
Z19,WIRAL,YM,274630S1182736E
Z19,MURCH,YM,264542S1185848E
Z19,KABRO,YM,251906S1192524E
Z190,WRB,ED,513018N0090642E
Z190,ROBAR,ED,512542N0091600E
Z190,ELNAT,ED,511218N0094130E
Z190,ERSET,ED,505712N0095748E
Z190,ERDOK,ED,505318N0100154E
Z190,MAGES,ED,505048N0100436E
Z190,GAPLA,ED,503912N0101648E
Z190,ADIBA,ED,503306N0102318E
Z190,VELIS,ED,502812N0102830E
Z190,BOKNI,ED,502030N0103630E
Z190,KODUK,ED,501154N0105630E
Z190,LONLI,ED,500430N0111336E
Z190,BAROB,ED,495724N0113700E
Z190,NIKUS,ED,495112N0115936E
Z195,ALAVA,EG,532342N0035818W
Z195,MALUD,EG,532448N0033630W
Z196,GUNTU,EG,533536N0030954W
Z196,DIGMA,EG,533900N0033724W
Z196,LELDO,EG,534300N0040506W
Z197,LISTO,EG,530836N0021200W
Z197,EKLAD,EG,531512N0024930W
Z197,VOLFI,EG,532036N0032154W
Z197,NOSLO,EG,532254N0033842W
Z198,ERDUV,EG,535236N0041006W
Z198,MASOP,EG,540924N0042118W
Z2,DEGES,LS,472448N0091206E
Z2,DORAP,LO,472824N0093606E
Z2,OSDOV,ED,472624N0101100E
Z2,XEBIX,LO,472400N0102848E
Z2,TUNUM,LO,471512N0113030E
Z2,UMVEG,LO,471242N0115348E
Z2,GELVA,SB,155218S0480118W
Z2,MULUV,SB,162612S0473318W
Z2,GEPMO,SB,165100S0470736W
Z2,SAVMA,SB,183112S0461812W
Z2,VULAD,SB,190942S0455854W
Z2,NINDI,SB,193048S0454606W
Z2,ANDEM,SB,200648S0452306W
Z2,ATIPU,SB,201142S0451954W
Z2,FAROL,SB,204442S0445812W
Z2,MEXAP,SB,210306S0444606W
Z2,UTPIN,SB,211148S0444036W
Z2,AROVA,SB,211324S0443930W
Z2,UPUBU,SB,211942S0443524W
Z2,TOKIM,SB,215530S0441136W
Z2,PUGRU,SB,221400S0435918W
Z2,PAI,SB,222718S0435024W
Z2,VALEM,SB,223148S0434312W
Z2,AKSAD,SB,224354S0432348W
Z2,CXI,SB,224900S0431536W
Z2,TRN,OI,354148N0511700E
Z2,DEMBA,OI,355612N0514512E
Z2,RAPSU,OI,362318N0523930E
Z2,DNZ,OI,363854N0531118E
Z2,BAC,WI,053124N0952518E
Z2,AKBUR,WI,050430N0960748E
Z2,ASARO,WI,044324N0965112E
Z2,KUCAN,WI,032342N0975154E
Z2,TETAN,FA,333948S0192500E
Z2,AXOPA,FA,331742S0195836E
Z2,EGTIL,FA,310224S0225154E
Z2,UNRAG,FA,282148S0260112E
Z2,APRAX,FA,280030S0262506E
Z2,TEVAR,FA,271224S0271836E
Z2,NIBEX,FA,264924S0274012E
Z2,BGD,VE,264118N0881936E
Z2,LOTPU,VE,260606N0875630E
Z2,VILEN,VE,260042N0872448E
Z2,ELPUR,VE,255806N0870942E
Z2,IPLAS,VI,261942N0853912E
Z2,OVLAP,VE,263918N0842136E
Z2,VEBRU,VE,264612N0835430E
Z2,APIPU,VI,265842N0825954E
Z2,KEVOD,VE,270854N0821206E
Z2,NULKU,VI,273012N0803242E
Z2,JAL,VI,274142N0793918E
Z20,SUBIX,EP,522248N0143506E
Z20,IDOBA,ED,521900N0140518E
Z20,SONUD,ED,521612N0134400E
Z20,LULUL,ED,520948N0125724E
Z20,ESIKA,ED,520724N0124018E
Z20,BUROK,ED,520506N0122354E
Z20,KISUC,ED,520424N0121918E
Z20,MAG,ED,515942N0114742E
Z20,DIBDO,ED,515024N0113424E
Z20,KENIG,ED,513712N0111554E
Z20,ORTAG,ED,512912N0110448E
Z20,BIRKA,ED,512248N0105554E
Z20,ESEGU,ED,511624N0102818E
Z20,BEBLA,ED,510230N0093936E
Z20,RANIN,ED,505600N0091636E
Z20,GISEM,ED,503806N0084912E
Z20,ETBIN,FA,321230S0274148E
Z20,EXABU,FA,313754S0274848E
Z20,DUDVU,FA,312354S0275136E
Z20,XADUP,FA,310048S0275612E
Z20,OKREV,FA,303136S0280200E
Z20,OKDIN,FA,280918S0282924E
Z20,DUVPI,FA,275912S0283118E
Z20,OKTEK,FA,272836S0282748E
Z200,SJA,EN,690942N0174900E
Z200,BARVI,EN,690112N0170612E
Z200,ATKID,EN,684824N0160442E
Z200,KAGEZ,EN,683442N0150206E
Z200,IBVIS,EN,675506N0144118E
Z200,ARDUX,EN,673642N0143200E
Z200,BDO,EN,671600N0142154E
Z200,RANUM,EN,665254N0140724E
Z200,DISMU,EN,663200N0135442E
Z200,ODNOS,EN,661724N0134606E
Z200,BNN,EN,652724N0121254E
Z200,ROBRO,EN,650400N0113500E
Z200,EKRUX,EN,641754N0104424E
Z200,UVEPI,EN,632412N0091224E
Z201,ADAPU,EN,695536N0210012E
Z201,ALOPA,EN,693554N0200000E
Z201,TULDA,EN,691436N0185806E
Z201,BARDU,EN,690354N0182800E
Z201,LAVNA,EN,684854N0174242E
Z201,EVD,EN,682724N0164054E
Z201,PENNO,EN,675612N0160612E
Z201,ROSVI,EN,673124N0152736E
Z201,DOSAX,EN,671548N0150824E
Z201,BALAK,EN,665112N0143248E
Z201,ODNOS,EN,661724N0134606E
Z201,GUBAV,EN,654624N0135642E
Z202,SJA,EN,690942N0174900E
Z202,ASTOX,EN,682706N0154812E
Z202,PIKOX,EN,681924N0152736E
Z202,LEBDO,EN,673836N0141054E
Z202,LURUX,EN,665536N0132618E
Z202,HOCCA,EN,655736N0122812E
Z202,BULIN,EN,651912N0113500E
Z202,GEPLO,EN,642248N0102500E
Z203,SDA,EN,701406N0280412E
Z203,IBRIM,EN,703248N0251754E
Z203,RUSIG,EN,703442N0245900E
Z203,HMF,EN,704218N0234124E
Z203,IDMET,EN,702948N0223736E
Z203,GINEK,EN,701354N0212100E
Z203,BAREG,EN,695606N0200000E
Z203,TRO,EN,694212N0185948E
Z203,GILGU,EN,692936N0173024E
Z203,ANDIC,EN,691718N0160830E
Z203,UNSOR,EN,684924N0152430E
Z203,KAGEZ,EN,683442N0150206E
Z204,TUNUM,LO,471512N0113030E
Z204,GEDSO,LO,470448N0115212E
Z205,LOTWA,EN,695842N0232218E
Z205,BADIX,EN,694700N0221342E
Z205,PIGAX,EN,691924N0194436E
Z205,BARDU,EN,690354N0182800E
Z206,PERUS,LF,440912N0060612E
Z206,AMIRO,LF,435630N0064454E
Z207,MAG,ED,515942N0114742E
Z207,ODLUN,ED,515100N0115018E
Z207,SONDU,ED,512330N0114654E
Z207,ALOSO,ED,504230N0114206E
Z208,FORMO,UA,470536N0813936E
Z208,NINKO,UA,471748N0810818E
Z208,TOLKI,UA,473418N0811642E
Z208,BONZU,UA,481818N0833042E
Z208,LATRI,UA,475218N0843230E
Z208,GURGI,UA,472906N0845306E
Z209,GAMSA,LO,472430N0093906E
Z209,KUSAM,LO,470812N0101654E
Z209,INN,LO,471348N0112406E
Z209,TUNUM,LO,471512N0113030E
Z209,BIRGI,LO,472054N0115524E
Z21,KADBO,RJ,391412N1374448E
Z21,MARON,RJ,374642N1373324E
Z21,WRB,ED,513018N0090642E
Z21,WERRA,ED,512812N0094406E
Z21,BERDI,ED,512512N0103100E
Z21,BIRKA,ED,512248N0105554E
Z21,GALMA,ED,512354N0112706E
Z21,OSKAT,ED,512454N0115812E
Z21,TADUV,ED,512548N0123254E
Z21,OSTRA,ED,511730N0125418E
Z21,TORPU,ED,511012N0131236E
Z21,RIVSA,ED,510630N0132200E
Z21,DRN,ED,510054N0133554E
Z21,RIKLU,ED,505554N0134842E
Z21,OMELO,ED,505018N0140006E
Z21,DES,WI,033700N0985100E
Z21,ISBET,WI,025924N0990500E
Z21,SIBIS,WI,023606N0985748E
Z21,ISMEP,WI,021536N0985906E
Z21,AEKGO,WI,012300N0992700E
Z21,VASUR,FA,253348S0275336E
Z21,ITROL,FA,250206S0272606E
Z21,ESNOG,SB,270806S0523948W
Z21,NIRDA,SB,265700S0521436W
Z21,PADUL,SB,263818S0513254W
Z21,KOTIL,SB,255030S0494918W
Z21,LOMIB,SB,254130S0493006W
Z21,CTB,SB,253154S0491006W
Z21,USVEL,SB,252836S0485024W
Z21,TIDNI,SB,252700S0484130W
Z21,UKDOB,SB,252254S0481742W
Z21,EDVEB,SB,251930S0475842W
Z21,KOXAG,SB,250836S0465842W
Z21,ANISE,SB,243606S0463730W
Z21,RDE,SB,235330S0463142W
Z21,VOZ,LK,493154N0145230E
Z21,NELPA,LK,491654N0145724E
Z21,PISAM,LO,485336N0152312E
Z210,KODUM,UA,475554N0544536E
Z210,BILGA,UA,483454N0552424E
Z210,KURUL,UA,485100N0554054E
Z210,BOLGO,UA,494300N0563524E
Z210,EKTOB,UA,501548N0571054E
Z212,BANUB,ED,542742N0141748E
Z212,POKEN,ES,544912N0143354E
Z212,ROE,ES,550354N0144530E
Z219,ELVAR,LE,391312N0071324W
Z219,MOMAS,LP,391912N0080100W
Z22,LEO,YM,285242S1211912E
Z22,MULDM,YM,294706S1202836E
Z22,NANAC,RJ,385424N1431342E
Z22,MAMID,RJ,373318N1424300E
Z22,EKUSA,RJ,371336N1423548E
Z22,BEKPO,RJ,365436N1422854E
Z22,LOSVA,RJ,361730N1421542E
Z22,ISMEP,WI,021536N0985906E
Z22,GUPUV,WI,013306N0985330E
Z22,EVIPI,FA,245200S0275054E
Z22,AVAGO,FA,254312S0272642E
Z22,NISDI,SB,190100S0573954W
Z22,NEGRO,SB,191930S0570224W
Z22,ATNAS,SB,201006S0551812W
Z22,GRD,SB,202900S0544118W
Z22,ENROD,SB,204524S0540148W
Z22,VALEV,SB,210512S0530518W
Z22,NIDKI,SB,212806S0515830W
Z22,XOLUG,SB,212906S0515548W
Z22,PUMRO,SB,213436S0513918W
Z22,GEKEM,SB,214400S0511118W
Z22,OPLEM,SB,215154S0504730W
Z22,NEVKU,SB,220600S0500442W
Z22,ANSOK,SB,222336S0490942W
Z22,OBLUG,SB,223636S0482736W
Z22,GAITA,SB,224730S0475218W
Z22,EVMIM,SB,224900S0474736W
Z22,UGOVU,SB,225248S0473418W
Z22,ILSAN,SB,225424S0472900W
Z22,DIDAB,SB,230030S0470742W
Z220,KORUP,EP,513500N0144418E
Z220,KOBUS,ED,513048N0141512E
Z220,BEBKU,ED,512724N0135212E
Z220,BEBEX,ED,512112N0131142E
Z220,ABALO,LP,321954N0180748W
Z220,NIDUL,LP,322154N0172112W
Z222,ALAGU,LP,380518N0073654W
Z222,ERTIS,LP,372500N0073654W
Z224,ASTRO,LE,390130N0011548W
Z224,LASPO,LE,391700N0003242W
Z224,ODSEN,LE,390354N0002900E
Z224,VARUT,LE,390118N0004030E
Z224,IBEBA,LE,385748N0005636E
Z224,IBA,LE,385206N0012200E
Z224,RONDU,LE,384924N0013236E
Z224,NINES,LE,383948N0020942E
Z225,TORPU,ED,511012N0131236E
Z225,LASIS,ED,512424N0145742E
Z225,REPTU,EP,512642N0155912E
Z225,ROPIK,EP,512700N0161036E
Z225,VELAB,EP,512812N0164454E
Z226,INBOM,LP,400006N0081806W
Z226,PRT,LP,411624N0084118W
Z226,PELUP,ES,581642N0162842E
Z226,NILUG,ES,584900N0175306E
Z227,ROSAL,LE,380118N0070606W
Z227,EXONA,LP,385418N0080100W
Z227,VIBAR,ES,573442N0162324E
Z227,NILUG,ES,584900N0175306E
Z228,ARMOD,ES,573006N0172048E
Z228,NILUG,ES,584900N0175306E
Z229,ROGMI,ES,581136N0180006E
Z229,NILUG,ES,584900N0175306E
Z23,AVGIK,YM,312642S1164430E
Z23,KATCM,YM,310918S1172712E
Z23,VIROK,YM,305712S1190948E
Z23,KG,YM,304724S1212712E
Z23,DES,WI,033700N0985100E
Z23,GEWAH,WI,032848N0981148E
Z23,UNVIV,WI,021624N0975742E
Z23,BINAK,WI,010954N0974224E
Z23,VASUR,FA,253348S0275336E
Z23,IMKUP,FA,244918S0281418E
Z23,DOVBU,SB,294712S0570212W
Z23,BLIND,SB,294036S0563924W
Z23,ILVET,SB,292054S0553248W
Z23,RAXEN,SB,293400S0542736W
Z23,SMA,SB,294236S0534248W
Z23,KEKAR,SB,294442S0525654W
Z23,SUSKI,SB,294636S0521142W
Z23,ILPIV,SB,294724S0514954W
Z23,COA,SB,295700S0510848W
Z230,HIJ,LE,383030N0050600W
Z230,RUSEM,LE,390000N0045048W
Z230,SOTUK,LE,391136N0044448W
Z230,USOKO,LE,394736N0042554W
Z230,TLD,LE,395812N0042012W
Z230,NVS,LE,402206N0041500W
Z234,MON,DT,354518N0104454E
Z234,ARNEB,DT,352136N0100218E
Z234,BAN,DT,345148N0091006E
Z235,UFDOZ,UZ,400242N0683348E
Z235,ETOTA,UT,400324N0685200E
Z235,PF,UT,400336N0685642E
Z235,HUJAN,UT,401254N0694148E
Z235,KEGIB,UT,402100N0702512E
Z235,ABLAG,UT,402130N0702754E
Z235,ENOVO,UZ,402748N0710242E
Z235,NEPNU,UZ,404206N0711648E
Z235,NMA,UZ,405854N0713336E
Z235,IRGUL,UZ,410818N0720524E
Z237,PIVUS,LE,415524N0035600E
